"","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","dum_Gender","dum_Customer","dum_Class","dum_satisfaction"
"29371",69,1017,4,4,5,4,4,4,4,1,1,5,2,1,1,2,0,0,0,1,0,0
"29375",62,213,2,4,2,4,3,2,3,3,2,5,3,2,3,3,0,0,1,1,1,0
"29376",26,2026,3,4,3,5,2,3,4,2,4,4,4,5,4,2,5,0,0,1,0,0
"29379",37,1416,3,4,3,5,4,3,4,4,4,3,4,5,5,4,0,6,1,1,0,0
"29381",51,427,4,4,4,2,5,4,5,1,1,4,1,4,1,3,0,0,0,1,0,0
"29383",34,604,5,5,5,2,3,5,2,3,3,3,4,3,4,3,0,0,1,1,1,1
"29389",24,431,1,5,1,4,5,1,3,5,5,3,4,3,5,5,0,0,1,1,0,0
"29390",22,965,1,4,2,5,3,2,3,3,5,5,4,4,4,3,26,8,0,1,0,0
"29400",30,1345,2,2,3,2,5,3,5,5,3,3,3,4,2,5,3,0,1,1,1,0
"29402",54,119,1,3,1,4,2,1,2,2,1,2,4,2,3,2,0,0,1,1,1,0
"29403",47,787,2,1,2,3,2,4,4,1,1,2,1,1,1,3,0,0,0,1,0,0
"29404",27,425,1,3,1,2,5,1,5,5,3,3,3,1,2,5,0,0,1,1,0,0
"29408",19,874,4,1,4,3,2,4,2,2,2,1,2,1,3,2,0,0,0,1,0,0
"29412",30,460,3,2,1,3,2,1,2,2,4,5,3,4,4,2,0,1,0,1,0,0
"29414",35,546,1,4,1,5,3,1,3,3,2,5,3,3,4,3,10,0,1,1,0,0
"29415",55,328,4,1,3,4,4,3,4,4,1,4,2,4,3,4,0,0,1,1,0,0
"29420",25,391,2,2,2,4,1,2,1,1,4,4,4,3,4,1,0,0,1,1,0,0
"29421",19,101,1,5,1,3,1,1,1,1,1,2,4,3,4,1,0,0,0,1,0,0
"29432",17,403,2,4,2,4,1,2,1,1,4,2,4,3,4,1,7,3,1,1,0,0
"29433",36,588,2,4,3,1,5,1,3,3,3,3,3,4,3,2,2,0,1,1,2,0
"29435",49,838,2,4,2,3,2,5,5,5,5,2,5,3,5,3,0,0,0,1,0,0
"29442",42,1499,3,3,3,2,4,1,1,5,5,3,5,1,5,1,2,0,0,1,0,0
"29445",21,1235,2,5,2,5,1,2,1,1,4,5,5,5,4,1,6,0,1,1,0,0
"29446",33,689,2,2,2,3,3,2,3,3,4,1,2,2,2,3,0,0,1,1,0,0
"29447",59,293,3,3,3,4,3,3,3,3,3,5,4,3,4,3,0,0,1,1,0,0
"29449",52,1773,3,4,3,4,4,3,4,4,4,3,4,3,4,2,0,0,0,1,0,0
"29466",53,683,2,4,2,1,2,5,5,4,4,2,4,3,4,5,0,9,0,1,0,0
"29469",60,1195,2,5,2,4,4,5,5,5,5,2,5,4,5,4,6,0,1,1,2,0
"29477",49,1010,2,5,2,3,2,2,2,2,3,3,5,5,2,2,17,8,1,1,0,0
"29487",46,181,2,4,2,3,5,2,5,5,4,4,4,4,3,5,0,0,1,1,0,0
"29492",58,2556,4,5,4,1,3,3,5,3,3,4,3,3,3,4,0,1,0,1,0,0
"29494",49,1235,1,4,1,5,2,1,2,2,5,2,3,3,4,2,0,0,1,1,0,0
"29497",42,643,4,5,4,1,2,5,5,4,4,4,4,4,4,4,0,0,0,1,0,0
"29504",29,429,1,5,1,2,2,1,3,2,3,4,5,3,3,2,0,0,0,1,0,0
"29506",28,2182,3,5,3,5,3,3,3,3,5,2,3,1,1,3,0,0,1,1,2,0
"29507",51,697,1,4,1,3,2,4,3,3,3,1,3,2,3,2,0,0,0,1,0,0
"29517",41,507,4,4,5,4,5,5,5,5,4,3,4,1,4,5,0,0,0,1,0,1
"29520",68,679,5,4,5,2,2,2,3,2,2,5,2,1,2,5,11,10,0,1,0,1
"29525",23,1010,3,4,3,4,5,3,5,5,4,1,4,4,4,5,0,8,0,1,0,0
"29530",67,134,2,2,2,3,3,4,4,4,4,2,4,3,4,3,7,8,0,1,0,0
"29550",52,102,3,5,3,5,2,3,3,2,4,3,5,5,4,2,0,0,1,1,0,0
"29554",54,216,3,3,3,4,3,3,3,3,3,4,4,4,4,3,0,0,1,1,0,0
"29561",57,308,2,4,2,3,5,5,5,4,4,2,1,4,4,4,0,0,0,1,0,0
"29562",37,2381,3,1,3,3,3,5,5,4,2,3,3,5,1,5,0,0,1,1,1,0
"29570",37,1346,3,4,3,2,4,5,4,2,2,3,2,4,2,5,0,0,1,1,2,0
"29571",68,337,3,4,3,2,2,4,1,3,3,3,1,1,3,1,0,4,0,1,0,0
"29587",64,304,2,5,2,4,3,5,4,2,2,2,2,4,2,4,0,0,0,1,0,0
"29588",11,325,3,4,3,1,5,3,5,5,5,3,2,1,3,5,0,0,0,1,1,0
"29590",30,787,3,4,3,1,4,3,4,4,4,2,5,4,5,4,6,0,0,1,0,0
"29592",9,1118,2,5,3,2,4,3,4,4,3,5,5,3,4,4,0,0,0,1,0,0
"29595",48,444,3,4,3,2,3,3,3,3,5,4,4,5,4,3,12,7,1,1,1,0
"29596",31,666,3,4,3,3,1,3,4,1,4,2,5,4,5,1,0,0,1,1,0,0
"29599",54,446,3,5,3,2,2,3,2,2,5,2,4,5,4,2,0,0,1,1,0,0
"29610",12,550,3,2,3,3,2,3,4,2,2,1,3,2,4,2,0,0,0,1,0,0
"29613",27,719,2,5,2,4,4,2,4,4,4,3,5,4,4,4,0,0,1,1,0,0
"29614",56,370,1,4,4,2,1,4,1,1,1,1,3,4,5,1,0,0,1,1,0,0
"29617",32,337,2,3,2,2,2,2,2,2,2,2,1,3,5,2,11,8,0,1,0,0
"29621",50,1399,2,4,2,3,3,4,4,1,1,2,1,4,1,1,5,0,0,1,0,0
"29624",15,335,1,4,1,4,4,1,4,4,3,2,5,4,4,4,5,5,1,1,0,0
"29632",10,240,2,5,2,1,5,2,5,5,3,5,5,5,5,5,17,9,0,1,0,0
"29633",51,507,3,4,2,3,5,2,2,5,5,2,3,2,5,5,2,0,1,1,0,0
"29635",16,967,2,4,2,4,4,2,4,4,3,4,4,4,5,4,0,0,1,1,0,0
"29636",63,502,4,4,4,1,4,4,4,1,1,4,1,5,1,5,0,0,0,1,0,1
"29637",33,1590,4,4,4,1,2,4,2,2,4,3,4,3,5,2,0,0,0,1,1,1
"29638",65,859,5,5,5,4,2,5,2,2,5,4,2,1,3,2,2,0,1,1,0,1
"29641",22,925,2,5,2,4,1,2,1,1,5,3,4,2,5,1,0,3,0,1,2,0
"29642",8,192,1,5,1,2,3,1,3,3,5,3,4,3,5,3,0,0,1,1,0,0
"29648",29,599,5,4,5,4,3,5,3,3,3,5,5,5,4,3,0,0,0,1,0,1
"29649",9,164,1,4,1,1,2,1,2,2,1,4,3,1,4,2,0,0,1,1,0,0
"29650",35,1208,2,3,2,3,5,2,2,5,1,1,3,1,5,5,0,0,0,1,0,0
"29653",70,323,4,4,4,3,4,5,2,3,3,4,4,2,3,3,0,0,0,1,1,0
"29656",55,521,4,5,4,4,2,5,4,3,3,4,3,5,3,3,0,0,0,1,0,0
"29660",30,1389,3,5,2,1,3,2,2,3,5,5,4,3,4,3,17,0,0,1,2,0
"29670",61,2475,4,4,3,4,5,3,5,5,2,4,5,4,1,5,0,0,1,1,1,0
"29679",58,305,1,5,1,3,1,1,1,1,3,2,2,3,4,1,0,0,1,1,1,0
"29681",21,1598,4,5,4,5,4,4,3,4,4,5,5,3,5,4,2,0,0,1,0,0
"29682",8,909,2,4,2,3,5,2,5,5,3,3,4,4,5,5,0,0,1,1,0,0
"29687",40,844,1,5,2,3,3,2,3,3,3,2,5,4,5,3,0,0,0,1,0,0
"29688",47,861,3,5,3,2,2,1,1,1,1,3,1,4,1,5,7,0,0,1,0,0
"29690",32,550,1,1,1,2,3,1,3,3,2,2,1,1,2,3,4,0,0,1,0,0
"29691",15,507,5,4,5,3,2,5,2,2,5,2,5,5,4,2,0,0,0,1,1,1
"29694",19,867,2,5,2,3,3,2,3,3,2,5,5,1,1,3,3,0,1,1,0,0
"29699",12,1008,3,4,3,1,4,3,4,4,3,4,4,5,5,4,3,8,0,1,0,0
"29702",34,413,3,5,3,5,2,3,1,2,4,2,4,4,4,2,0,0,1,1,1,0
"29705",7,184,3,4,3,1,1,3,1,1,4,5,5,3,4,1,0,0,1,1,0,0
"29714",49,641,2,4,3,5,5,3,5,5,3,5,4,5,4,5,1,12,1,1,0,0
"29715",59,447,2,5,2,4,5,4,5,5,5,2,5,3,5,5,0,0,0,1,0,0
"29722",51,1044,1,5,1,3,5,1,5,2,2,1,2,2,2,1,0,0,1,1,2,0
"29725",20,1086,4,5,4,3,5,4,5,5,3,3,5,3,4,5,0,3,1,1,2,0
"29730",44,761,2,1,2,2,1,2,2,5,5,2,5,3,5,4,0,0,0,1,0,0
"29736",55,1042,2,3,2,3,3,3,2,1,1,2,1,5,1,1,0,9,0,1,0,0
"29742",27,862,2,5,2,2,4,2,4,4,3,2,5,5,4,4,0,0,1,1,1,0
"29744",70,493,3,2,3,4,5,3,5,5,3,5,4,4,3,5,0,0,1,1,0,0
"29747",13,228,4,5,4,4,2,4,2,2,4,2,5,5,5,2,0,0,1,1,0,0
"29750",25,1145,1,5,1,3,4,1,4,4,4,3,3,3,5,4,0,0,0,1,0,0
"29753",57,1075,1,5,1,1,1,1,1,1,5,2,4,5,4,1,0,0,1,1,0,0
"29757",20,911,4,4,4,4,5,4,1,5,3,4,3,3,4,5,0,3,1,1,2,1
"29764",12,304,3,4,3,4,4,3,4,4,3,2,4,3,4,4,0,0,1,1,0,0
"29790",23,302,1,5,4,4,3,4,3,3,3,3,5,3,4,3,12,8,1,1,0,0
"29793",56,546,2,2,2,3,5,3,3,2,2,2,2,2,2,2,0,0,0,1,2,0
"29797",56,101,3,3,3,1,2,1,1,4,4,3,4,4,4,3,0,0,1,1,2,0
"29802",50,406,4,5,4,3,1,4,1,1,2,3,1,3,2,1,0,0,1,1,0,0
"29804",18,1919,1,4,1,1,5,1,5,5,4,4,5,5,4,5,0,0,0,1,0,0
"29811",33,173,2,5,2,3,2,2,2,2,5,5,4,4,4,2,0,0,0,1,0,0
"29817",36,2454,3,4,3,3,5,3,5,5,4,5,5,4,5,5,0,0,1,1,0,0
"29819",62,468,3,4,3,3,5,4,5,3,3,3,3,3,3,3,0,6,0,1,0,0
"29821",30,258,4,3,4,4,2,4,3,2,2,3,4,3,4,2,0,0,1,1,0,1
"29823",51,163,3,4,3,3,3,3,4,4,4,3,4,2,4,2,0,0,0,1,0,0
"29826",64,397,2,4,2,3,3,2,4,3,5,2,4,5,5,3,3,0,1,1,0,0
"29829",34,1747,4,1,4,3,1,4,1,1,4,2,4,4,3,1,0,0,1,1,0,0
"29834",31,2075,3,3,3,4,1,3,1,1,4,3,5,4,2,1,0,0,1,1,0,0
"29837",28,293,4,5,4,1,2,4,2,2,3,3,5,4,4,2,14,11,0,1,0,0
"29838",28,802,4,4,4,4,2,4,2,2,1,4,2,4,2,2,0,0,1,1,0,0
"29840",12,588,4,1,4,3,2,4,2,2,2,2,3,2,3,2,0,0,1,1,1,0
"29842",41,2614,2,5,2,2,4,5,4,5,5,2,5,4,5,5,9,0,0,1,1,0
"29847",58,482,4,3,4,4,2,4,4,2,3,5,5,1,3,2,0,0,1,1,0,0
"29848",8,429,1,1,1,3,2,1,4,2,3,4,3,3,4,2,0,4,0,1,0,0
"29851",7,429,3,3,3,1,3,3,3,3,2,5,4,4,2,3,0,0,0,1,0,0
"29854",17,289,3,5,3,3,4,3,4,4,5,3,4,3,5,4,9,3,0,1,1,0
"29856",55,1475,3,5,3,2,4,3,4,4,3,5,3,3,4,4,0,0,1,1,0,0
"29866",57,337,2,5,2,4,5,4,4,2,2,2,2,3,2,4,0,0,0,1,1,0
"29867",9,109,4,5,4,2,5,4,5,5,3,4,5,4,5,5,7,4,1,1,2,0
"29869",69,429,3,3,3,4,2,2,4,5,5,3,5,3,5,3,0,0,0,1,1,0
"29874",64,317,2,2,2,4,4,2,5,4,1,3,4,3,3,4,0,0,1,1,0,0
"29877",15,192,1,4,1,4,1,1,1,1,3,4,5,4,4,1,0,3,1,1,0,0
"29880",61,1635,1,1,1,2,5,1,3,5,2,1,1,3,2,5,0,7,1,1,0,0
"29881",61,980,2,3,1,1,1,3,2,1,1,1,3,3,1,5,0,0,0,1,2,0
"29882",31,980,4,5,4,3,4,4,4,4,5,3,5,3,4,4,0,0,1,1,0,0
"29886",12,1892,2,3,2,2,1,2,1,1,3,1,2,3,2,1,0,0,0,1,0,0
"29889",13,532,1,5,1,4,1,1,1,1,5,4,4,3,5,1,0,7,0,1,0,0
"29892",12,354,1,5,1,2,3,1,3,3,4,2,4,3,5,3,0,0,0,1,1,0
"29893",49,641,2,4,2,2,2,5,5,3,3,2,3,3,3,4,0,0,0,1,0,0
"29900",49,86,2,2,2,3,5,3,4,2,2,2,2,3,2,4,0,0,0,1,0,0
"29902",39,689,2,4,3,5,3,3,3,3,5,5,5,3,4,3,3,0,0,1,0,0
"29905",27,366,2,4,2,4,1,2,1,1,1,2,1,4,3,1,0,0,1,1,0,0
"29910",40,584,2,4,2,4,4,2,2,4,2,3,4,4,4,4,5,0,0,1,0,0
"29914",62,1635,3,5,3,1,5,3,5,5,5,5,3,4,4,5,3,0,1,1,0,0
"29918",49,563,2,1,2,3,4,3,4,1,1,2,1,4,1,2,6,0,0,1,1,0
"29924",33,773,4,5,4,4,2,4,2,2,3,4,4,5,4,2,0,0,0,1,0,0
"29928",52,175,2,4,2,5,3,2,3,3,3,4,5,3,4,3,4,0,1,1,0,0
"29933",65,544,2,2,2,3,2,2,2,2,3,4,3,2,4,2,10,0,1,1,0,0
"29940",17,708,1,5,1,4,5,1,3,5,3,2,5,5,4,5,0,0,0,1,0,0
"29943",55,429,2,5,2,1,2,4,4,4,4,2,2,4,4,4,0,6,0,1,0,0
"29950",70,67,5,4,5,1,3,5,4,1,1,5,1,4,1,5,0,0,0,1,0,1
"29956",42,2282,1,3,1,4,5,1,5,5,4,5,4,3,3,5,0,0,1,1,0,0
"29960",19,483,2,1,4,3,2,4,2,2,2,1,3,3,3,2,0,0,0,1,1,0
"29976",15,726,3,2,3,3,1,3,1,1,2,2,4,3,4,1,0,0,1,1,2,0
"29979",58,787,3,4,3,2,4,3,3,4,3,5,5,5,4,4,0,0,1,1,1,0
"29981",61,950,1,4,1,4,3,4,4,5,5,1,5,5,5,3,0,0,0,1,0,0
"29982",40,911,2,4,2,1,5,2,5,5,4,2,5,4,4,5,0,0,0,1,0,0
"29993",45,438,3,2,3,2,2,3,2,2,3,3,2,1,3,2,0,0,1,1,0,0
"29999",33,328,3,3,3,3,5,3,5,5,1,1,4,2,2,5,13,10,0,1,0,0
"30002",43,632,2,5,2,2,3,2,5,3,4,3,5,4,4,3,0,0,1,1,0,0
"30009",65,365,2,5,2,2,5,5,4,5,5,2,5,4,5,3,1,1,0,1,0,0
"30014",19,1747,4,1,4,4,2,4,2,2,3,1,3,4,4,2,0,0,0,1,0,1
"30020",59,1046,5,5,5,3,5,4,4,5,5,5,5,4,5,3,10,4,0,1,0,1
"30027",55,223,1,4,1,2,5,1,3,1,1,1,1,5,1,1,0,0,0,1,0,0
"30030",70,471,5,3,5,4,4,5,4,4,4,1,3,1,4,4,0,0,1,1,1,1
"30047",12,1068,2,4,2,3,2,2,5,2,5,4,5,3,4,2,0,3,0,1,0,0
"30051",60,419,3,5,3,1,3,3,2,3,1,5,4,5,1,3,0,1,1,1,0,0
"30052",55,409,4,5,4,2,5,5,4,5,5,4,5,5,5,4,0,0,1,1,2,1
"30058",52,587,4,4,4,4,5,4,5,5,4,4,3,4,3,5,10,0,1,1,0,0
"30061",22,1174,2,4,2,5,4,2,4,4,4,2,3,3,4,4,0,7,1,1,0,0
"30069",64,867,3,5,3,2,3,2,3,1,1,3,1,3,1,5,0,0,0,1,0,0
"30076",29,482,2,5,2,3,2,2,2,2,3,1,2,5,1,2,0,0,0,1,1,0
"30081",38,846,1,4,1,1,1,1,1,1,4,4,4,3,4,1,0,0,1,1,0,0
"30084",62,399,2,4,2,3,2,5,4,1,1,2,1,3,1,3,0,0,0,1,2,0
"30091",52,2311,1,5,1,3,3,4,5,2,2,1,2,1,2,1,0,0,0,1,0,0
"30094",11,341,2,3,2,3,2,2,2,2,3,1,4,1,4,2,3,3,0,1,2,0
"30101",56,2136,2,3,2,3,2,2,3,2,3,1,4,1,1,2,0,0,1,1,0,0
"30104",38,632,1,1,1,3,4,1,4,4,4,4,3,4,4,4,0,0,1,1,0,0
"30108",45,417,3,2,3,3,5,3,5,5,2,1,2,3,2,5,0,8,1,1,0,0
"30116",46,757,3,5,3,2,5,3,5,5,3,2,5,3,5,5,0,0,1,1,0,0
"30120",55,432,3,4,3,3,1,3,1,1,3,4,4,3,5,1,0,0,1,1,0,0
"30121",31,931,2,4,2,2,1,2,1,1,4,4,4,4,4,1,0,0,0,1,0,0
"30126",49,409,2,2,1,4,2,1,2,2,3,4,4,4,3,2,0,0,1,1,0,0
"30127",53,321,4,5,3,4,5,1,5,2,2,3,2,4,2,4,0,0,0,1,0,0
"30129",41,594,3,5,3,1,5,5,4,3,3,3,3,3,3,3,0,0,0,1,2,0
"30135",29,793,2,5,2,3,3,2,4,3,3,5,5,5,5,3,7,8,1,1,0,0
"30136",67,390,3,4,3,3,4,3,4,4,4,3,4,2,4,3,0,0,0,1,2,0
"30145",64,844,3,4,3,3,3,5,4,4,4,3,4,3,4,5,17,10,0,1,1,0
"30153",18,1999,3,5,3,4,2,3,2,2,4,2,5,3,5,2,0,0,1,1,0,0
"30158",67,838,3,5,3,5,2,3,2,2,4,2,5,5,4,2,0,5,1,1,0,0
"30159",8,651,3,3,3,3,1,3,1,1,3,3,5,2,3,1,0,7,0,1,2,0
"30162",14,315,3,4,3,3,5,3,1,5,3,5,4,5,4,5,11,7,0,1,2,0
"30163",22,3302,3,3,3,3,3,3,3,3,1,4,3,3,3,3,1,0,0,1,2,0
"30170",20,255,1,5,1,1,2,1,2,2,4,1,1,4,5,2,0,3,0,1,1,0
"30180",66,997,1,3,1,2,3,1,5,3,2,4,3,3,3,3,7,0,1,1,0,0
"30183",20,479,3,2,3,3,4,3,4,4,4,2,2,4,3,4,18,10,1,1,0,0
"30189",27,495,2,4,2,4,5,2,5,5,2,4,4,2,4,5,3,6,0,1,2,0
"30206",37,632,1,4,2,1,1,2,1,1,4,2,4,5,5,1,0,0,0,1,0,0
"30209",62,641,3,5,3,3,3,3,3,3,4,4,4,3,4,3,2,5,1,1,0,0
"30212",28,595,1,4,1,2,5,1,1,5,2,2,2,5,4,5,0,9,0,1,0,0
"30213",60,1121,3,5,3,4,5,4,5,2,2,3,2,5,2,3,0,0,0,1,0,0
"30215",52,239,1,4,1,3,1,1,1,1,1,5,4,3,4,1,0,6,1,1,0,0
"30230",15,253,1,5,1,3,3,1,3,3,1,4,2,3,1,3,0,0,1,1,0,0
"30235",39,2402,2,2,2,3,2,2,5,2,3,3,3,4,3,2,0,0,0,1,0,0
"30238",50,967,4,1,4,3,4,4,4,4,3,1,4,4,3,4,4,0,1,1,0,0
"30242",31,2447,3,4,3,1,4,3,4,4,4,3,4,3,4,4,0,0,0,1,0,0
"30248",17,1671,4,2,3,4,2,3,2,2,1,3,4,4,3,2,6,0,1,1,0,0
"30251",43,550,4,2,3,4,5,3,3,1,1,3,1,1,1,3,0,0,0,1,0,0
"30257",23,419,3,1,3,3,2,3,2,2,1,3,3,4,3,2,6,0,0,1,0,0
"30264",15,435,5,5,5,3,3,5,3,3,5,2,5,4,5,3,0,0,0,1,1,1
"30267",13,453,4,5,4,2,3,4,3,3,3,5,5,5,4,3,3,0,0,1,0,0
"30271",23,1517,3,2,3,4,1,3,1,1,4,1,4,1,3,1,0,0,1,1,0,0
"30272",22,752,2,5,2,1,1,2,1,1,5,4,4,4,4,1,0,0,1,1,0,0
"30279",24,728,2,4,2,4,4,2,4,4,3,3,4,2,3,4,9,9,1,1,0,0
"30280",12,1721,1,3,2,4,5,2,5,5,1,3,4,2,3,5,0,4,0,1,0,0
"30281",42,397,4,4,4,5,5,4,4,4,4,4,4,4,4,3,0,0,0,1,0,1
"30282",29,666,2,5,2,1,2,2,1,2,5,3,1,1,2,2,0,0,1,1,0,0
"30290",45,588,1,5,1,4,4,1,3,4,5,3,4,5,4,4,0,0,1,1,0,0
"30297",42,319,2,5,2,1,3,1,3,5,5,2,5,5,5,5,0,0,0,1,0,0
"30303",56,918,3,1,3,3,5,3,5,5,1,2,4,3,4,5,0,0,1,1,0,0
"30326",68,672,3,1,3,4,2,3,4,5,5,3,5,1,5,1,0,0,0,1,1,0
"30337",36,979,2,5,2,1,5,2,5,5,4,3,4,3,4,5,0,0,0,1,0,0
"30340",65,1005,3,4,3,2,3,3,3,3,3,2,5,5,4,3,0,8,1,1,0,0
"30341",43,1035,2,5,2,3,3,4,4,1,1,2,1,4,1,5,1,0,0,1,0,0
"30344",39,679,1,4,2,4,4,2,1,4,5,5,4,4,4,4,0,0,0,1,0,0
"30350",64,1085,2,5,2,3,2,5,4,3,3,2,3,4,3,5,0,0,0,1,0,0
"30351",30,692,1,5,1,2,3,1,3,3,3,4,5,5,4,3,0,0,1,1,0,0
"30353",47,351,2,4,4,4,4,4,4,4,4,2,5,3,4,4,0,0,1,1,0,0
"30358",11,162,2,3,2,3,1,2,1,1,5,1,2,3,5,1,0,0,1,1,0,0
"30360",29,1448,1,3,1,4,1,1,1,1,1,3,5,5,1,1,0,0,1,1,0,0
"30363",11,287,2,5,2,2,3,2,3,3,3,4,4,3,5,3,0,0,0,1,0,0
"30365",30,507,3,4,2,3,1,2,1,1,1,1,1,1,4,1,0,1,0,1,0,0
"30369",54,1524,2,5,3,3,3,3,3,3,5,2,5,5,5,3,0,0,1,1,0,0
"30370",23,991,2,2,2,3,5,2,1,5,3,1,4,2,3,5,0,0,1,1,0,0
"30381",58,646,4,3,4,3,4,3,3,2,2,4,2,1,2,3,0,2,0,1,0,0
"30403",66,2588,1,4,1,3,1,4,4,5,4,4,4,4,4,4,0,0,1,1,2,0
"30404",10,1072,3,2,3,4,1,3,4,1,3,3,3,1,4,1,0,0,0,1,0,0
"30408",44,651,1,2,1,3,5,1,1,5,2,3,3,4,4,5,0,0,1,1,1,0
"30427",22,621,4,5,4,5,2,4,2,2,5,3,4,4,5,2,0,0,1,1,0,0
"30431",66,100,3,1,3,1,3,3,2,3,4,3,2,2,1,3,0,0,1,1,1,0
"30432",41,861,3,5,3,4,3,3,3,3,4,5,5,5,4,3,0,1,1,1,0,0
"30457",60,507,3,4,3,4,1,3,1,1,5,4,4,4,5,1,0,3,1,1,1,0
"30460",23,371,3,2,3,2,5,3,5,5,4,5,1,2,2,5,9,6,0,1,0,0
"30464",68,1123,3,5,3,1,1,3,1,1,5,2,4,4,5,1,0,0,1,1,0,0
"30467",43,1660,4,5,4,2,3,4,3,3,5,5,4,4,5,3,0,0,1,1,0,0
"30473",62,591,1,4,1,4,4,1,4,4,5,4,5,4,4,4,0,0,1,1,0,0
"30477",29,733,5,4,5,4,5,5,5,5,5,1,2,2,5,5,3,0,0,1,0,1
"30479",45,991,4,4,4,1,5,4,4,5,4,3,4,4,5,5,0,0,1,1,0,1
"30481",7,86,2,5,2,3,3,2,3,3,4,4,1,1,4,3,0,0,1,1,0,0
"30489",21,521,3,4,3,4,5,3,5,5,2,2,4,3,3,5,0,3,0,1,0,0
"30491",13,338,3,4,3,5,4,3,4,4,5,5,4,4,5,4,0,0,0,1,0,0
"30499",48,334,2,4,2,2,5,2,5,5,4,3,4,3,4,5,0,0,1,1,0,0
"30502",26,668,2,4,2,3,1,2,1,1,2,2,4,2,4,1,8,10,0,1,0,0
"30506",27,814,4,5,4,3,3,4,3,3,3,5,4,3,4,3,18,2,1,1,0,1
"30517",23,550,3,5,3,1,5,3,5,5,4,3,3,3,5,5,0,0,1,1,0,0
"30530",23,562,2,4,3,2,2,3,1,2,3,4,4,3,5,2,2,0,0,1,0,0
"30531",8,236,3,4,3,5,4,3,4,4,5,3,1,1,3,4,22,3,1,1,0,0
"30532",49,148,2,2,2,4,2,3,4,1,1,2,1,4,1,2,0,0,0,1,1,0
"30560",53,414,3,2,3,3,3,3,3,1,1,3,1,4,1,2,0,0,0,1,2,0
"30561",53,647,1,4,1,3,3,2,1,3,3,1,3,1,3,2,0,0,0,1,0,0
"30564",42,451,3,1,3,3,2,3,2,2,4,5,2,4,2,2,2,0,1,1,0,0
"30570",65,508,3,4,3,4,3,3,4,3,4,4,5,4,5,3,13,12,1,1,0,0
"30573",54,192,2,5,2,2,3,4,4,3,3,2,3,4,3,3,0,0,0,1,1,0
"30575",56,1325,1,5,1,4,2,4,5,5,5,1,5,4,5,3,0,0,1,1,2,0
"30589",34,552,3,3,3,5,2,3,2,2,1,3,4,4,1,2,0,1,0,1,0,0
"30590",69,1346,4,4,4,1,3,4,3,3,4,4,4,4,4,3,0,0,1,1,0,0
"30591",68,328,3,5,3,3,3,2,4,2,2,3,2,3,2,1,19,12,0,1,0,0
"30594",31,1440,3,4,3,1,3,3,3,3,5,3,5,3,5,3,0,0,1,1,2,0
"30596",9,483,2,3,2,4,5,2,5,5,3,1,3,5,4,5,0,0,0,1,0,0
"30602",14,522,1,4,1,4,5,1,5,5,4,2,4,3,4,5,0,5,0,1,1,0
"30603",54,957,2,5,2,1,2,2,5,2,4,3,5,4,5,2,1,4,1,1,0,0
"30607",18,402,3,1,3,3,5,3,5,5,4,3,4,1,3,5,1,0,0,1,0,0
"30611",41,302,4,4,5,1,4,5,4,4,4,3,4,4,4,4,0,0,1,1,0,0
"30613",33,431,1,5,1,3,5,1,1,5,4,3,4,4,4,5,0,0,0,1,1,0
"30614",32,507,2,1,2,3,4,2,4,4,4,3,3,3,4,4,5,10,1,1,0,0
"30623",16,226,1,4,1,3,2,1,2,2,5,2,5,3,5,2,0,0,1,1,0,0
"30631",69,86,3,2,3,3,4,3,4,4,2,3,4,2,3,4,1,3,1,1,1,0
"30643",64,226,4,1,4,4,2,3,3,5,5,4,2,4,5,2,0,0,0,1,0,0
"30644",29,965,1,1,1,2,2,1,2,2,3,4,3,1,2,2,0,0,0,1,0,0
"30645",37,594,3,4,3,3,1,3,5,1,1,4,3,5,5,1,0,0,1,1,0,0
"30653",13,1303,5,4,5,4,5,5,3,5,5,5,5,5,4,5,0,0,0,1,0,1
"30656",36,1183,5,4,5,3,3,5,3,3,5,5,4,4,4,3,0,0,0,1,0,1
"30660",7,334,3,5,3,2,5,3,5,5,5,2,4,3,5,5,0,8,0,1,0,0
"30664",47,562,4,5,4,1,2,4,5,4,4,4,2,3,4,3,2,2,0,1,0,0
"30668",23,1703,4,1,5,2,3,5,3,3,4,1,2,2,3,3,10,0,0,1,2,1
"30672",12,1874,5,1,5,3,4,5,4,4,1,3,2,4,2,4,18,2,1,1,0,1
"30673",42,606,3,3,3,1,5,3,5,5,5,1,1,5,1,5,26,11,1,1,0,0
"30682",42,610,3,2,3,3,1,2,3,2,2,3,3,2,2,4,0,0,0,1,0,0
"30683",60,447,1,5,1,3,5,4,5,3,3,1,3,3,3,5,0,5,0,1,0,0
"30693",50,405,3,5,3,1,4,3,5,4,5,4,4,5,5,4,15,7,1,1,0,0
"30704",43,483,1,3,1,5,4,5,2,5,5,1,5,5,5,5,0,0,0,1,0,0
"30712",29,255,2,4,2,4,4,2,4,4,3,3,3,2,4,4,0,0,1,1,0,0
"30713",51,679,4,4,4,1,2,5,4,1,1,4,1,5,1,5,0,0,0,1,0,0
